name,prompt,negative_prompt
實驗 | 可愛女孩 3D（Cute Girl 3D）,"Professional 3D design of a cute cartoon girl, charming animation, endearing personality, exaggerated features, captivating expression, expert character design, vibrant and magical textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛騎士 3D（Cute Knight 3D）,"Professional 3D design of a cute and brave medieval knight with big noble eyes, charming animation, endearing personality, exaggerated features, dynamic pose, captivating expression, expert character design, vibrant and detailed textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛怪獸 3D（Cute Monster 3D）,"Professional 3D design of a cute cartoon monster, adorable creature, charming animation, endearing personality, exaggerated features, captivating expression, expert character design, vibrant and magical textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛機器人 3D（Cute Robot 3D）,"Professional 3D design of a cute and friendly futuristic robot with big glowing eyes, charming animation, endearing personality, sleek and exaggerated features, dynamic pose, captivating expression, expert character design, vibrant and metallic textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛維多利亞風（Cute Victorian）,"Cute Victorian drawing art style, combines Victorian-era elegance with cute aesthetics, soft and pastel colors, dynamic and charming compositions, captures the essence of cute and historical worlds, professional-grade execution, evokes a sense of vintage charm and cuteness","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 賽博時尚（Cyber Couture）,"Cyber couture fashion style, inspired by futuristic and cybernetic aesthetics, uses innovative materials and designs, professional-grade execution, captures the essence of high-tech fashion, emphasizes creativity and technological advancement","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 賽博植物（Cybernetic Flora）,"Cybernetic flora illustration style, blends plant life with cybernetic elements, dynamic and futuristic composition, professional-grade execution, captures the beauty of bio-mechanical fusion, evokes a sense of innovation and natural harmony","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 夢境地圖（Dreamscape Mapping）,"Dreamscape mapping illustration style, visualizes dreamlike landscapes and surreal environments, uses imaginative and abstract elements, dynamic composition, professional-grade execution, captures the essence of the subconscious mind, evokes a sense of wonder and mystery","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 夢波風格（Dreamwave）,"Dreamwave illustration style, blends dreamy and surreal elements with vibrant and fluid composition, uses soft gradients and glowing effects, professional-grade execution, captures the essence of dreamscapes, evokes a sense of wonder and imagination","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 夢幻動物（Dreamy Animal）,"Dreamy Animal illustration art style, combines dreamy elements with adorable animals, soft and pastel colors, dynamic and charming compositions, captures the essence of cute and dreamlike animal worlds, professional-grade execution, evokes a sense of serenity and cuteness","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 克蘇魯極簡風（Eldritch Minimalism）,"Eldritch Minimalism painting art style, combines minimalist and eldritch horror elements, stark and haunting compositions, muted and eerie colors, captures the essence of  horror with minimalist precision, professional-grade execution, evokes a sense of existential dread and minimalist terror","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 空靈刺客 3D（Ethereal Assassin 3D）,"Ethereal Assassin 3D character art style, ghostly and stealthy, shadowy figure, dynamic pose, glowing eyes, high-quality rendering techniques, professional-grade execution, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 空靈流動感（Ethereal Fluidity）,"Ethereal fluidity painting art style, uses fluid and flowing brushstrokes, creates a sense of movement and lightness, dynamic and abstract composition, professional-grade execution, captures the beauty of fluid dynamics, evokes a sense of calm and serenity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 空靈蒸汽風（Ethereal Steam）,"Ethereal Steam painting art style, merges steampunk elements with ethereal, ghostly imagery, soft pastel colors, wispy forms, intricate mechanical details, combines the solidity of steampunk machinery with the lightness of ethereal beings, professional-grade execution","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 精靈奇幻（Fae Fantasy）,"Fae Fantasy painting art style, blends elements of fairies and fantasy, soft lines, vibrant colors, whimsical compositions, captures the essence of magical creatures and enchanted forests, professional-grade execution, evokes a sense of fairy-tale magic and wonder","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 童話編年史（Fairy Tale Chronicles）,"Fairy tale chronicles art style, digital painting, storybook-like illustration, charming character, vibrant and pastel colors, whimsical environments, detailed and imaginative scenes, professional-grade execution, creates an enchanting and narrative-driven world","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛童話風（Fairy Tale Cute）,"Fairy Tale Cute painting art style, blends fairy tale elements with cute aesthetics, vibrant and pastel colors, imaginative and enchanting compositions, captures the essence of cute fairy tale worlds, professional-grade execution, evokes a sense of magic and charm","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 地術師 3D（Geomancer 3D）,"Geomancer 3D character art style, earth magic user, intricate robes with stone patterns, glowing runes, dynamic pose, high-quality rendering techniques, professional-grade execution, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 全息時尚（Holographic Chic）,"Holographic chic fashion style, incorporates holographic and iridescent materials, futuristic and eye-catching designs, professional-grade execution, captures the essence of modern and high-tech fashion, emphasizes creativity and innovation","signature, watermark, low quality, JPEG artifacts, off-center, deformed, cropped, worst quality"
實驗 | 傳說數位繪畫（Legends Digital Painting）,"legends art style, digital painting, epic and mystical, game character with magical abilities, intricate details, rich color palette, atmospheric effects, professional-grade execution, captures the essence of ancient legends and powerful magic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 液態光影（Liquid Light）,"Liquid light painting art style, uses fluid and luminous colors, creates a sense of light and movement, dynamic and abstract composition, professional-grade execution, captures the beauty of illuminated art, evokes a sense of wonder and serenity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 神話機械 3D（Mythical Mechanica 3D）,"Mythical Mechanica 3D render, blend of mythical creatures with mechanical elements, dynamic lighting, vibrant colors, high-quality rendering techniques, professional-grade execution, captivating visuals, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 星雲夢境（Nebula Dreams）,"Nebula Dreams 3D render, cosmic clouds and nebulas, vibrant colors, dynamic lighting, surreal and dreamlike, high-quality rendering techniques, professional-grade execution, captivating visuals, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 神經夢境（Neural Dreams）,"Neural dreams illustration style, inspired by neural networks and artificial intelligence, abstract and surreal, dynamic compositions, vibrant and fluid colors, professional-grade execution, captures the essence of machine learning and human creativity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 神秘表現主義（Occult Expressionism）,"Occult Expressionism painting art style, merges abstract expressionism and occult themes, dark and chaotic compositions, vibrant and eerie colors, expressive brushwork, captures the essence of emotional turmoil and supernatural elements, professional-grade execution, evokes a sense of mystical chaos and expressive darkness","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 粉彩哥德可愛風（Pastel Goth Cute）,"Pastel Goth Cute illustration art style, combines pastel goth elements with cute aesthetics, soft and pastel colors, dynamic and charming compositions, captures the essence of cuteness with a goth twist, professional-grade execution, evokes a sense of sweet darkness and charm","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 幻象抽象藝術（Phantasmagoric Abstract）,"Phantasmagoric Abstract painting art style, blends abstract expressionism with phantasmagoric elements, chaotic and dreamlike compositions, surreal colors, captures the essence of abstract horror and surreal beauty, professional-grade execution, evokes a sense of nightmarish abstraction and phantasmagoric wonder","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 幻靈視覺（Phantasmal Visions）,"Phantasmal visions illustration style, blends ghostly and surreal elements with vibrant and fluid compositions, uses soft gradients and glowing effects, professional-grade execution, captures the essence of ethereal beauty, evokes a sense of wonder and mystery","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 幻影洛可可風（Phantom Rococo）,"Phantom Rococo painting art style, blends rococo and ghostly elements, ornate and intricate compositions, soft and eerie colors, captures the elegance of rococo with a spectral twist, professional-grade execution, evokes a sense of haunted beauty and rococo grace","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 量子素描（Quantum Sketching）,"Quantum sketching art style, abstract and dynamic, inspired by quantum physics, uses fluid lines and shapes, professional-grade execution, captures the essence of quantum mechanics, evokes a sense of mystery and complexity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 光輝幻想風（Radiant Fantasy）,"Radiant Fantasy 3D render, glowing fantasy landscapes, vibrant colors, dynamic lighting, immersive presentation, high-quality rendering techniques, professional-grade execution, captivating visuals, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛機器人（Robot Cute）,"Robot Cute illustration art style, blends robotic elements with cute aesthetics, vibrant and pastel colors, dynamic and charming compositions, captures the essence of cute robots in playful scenes, professional-grade execution, evokes a sense of mechanical cuteness and whimsy","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 暗影法師 3D（Shadow Mage 3D）,"Shadow Mage 3D character art style, master of dark magic, ethereal and mysterious, glowing eyes, shadowy effects, dynamic pose, high-quality rendering techniques, professional-grade execution, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 巫毒超現實主義（Voodoo Surrealism）,"Voodoo Surrealism painting art style, combines voodoo and surrealist elements, dark and mystical composition, vibrant and eerie colors, symbolic and dreamlike imagery, captures the essence of spiritual mysticism and surreal fantasy, professional-grade execution, evokes a sense of supernatural wonder and surreal mystery","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 奇幻 Q 版（Whimsical Chibi）,"Whimsical Chibi painting art style, combines whimsical elements with chibi character, soft and pastel colors, dynamic and playful compositions, captures the essence of cuteness and whimsy, professional-grade execution, evokes a sense of joy and delight","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
